"Рашевский, Пётр Константинович",1907,1983
Вячеслав Степанов,1889,1950
"Пугачёв, Владимир Семёнович",1911,1998
"Яновская, Софья Александровна",1896,1966
"Маркушевич, Алексей Иванович",1908,1979
Андрей Андреевич Марков,1903,1979
"Никитин, Николай Никифорович",1885,1966
"Пискунов, Николай Семёнович",1908,1977
"Ефремович, Вадим Арсеньевич",1903,1989
"Говорун, Николай Николаевич",1930,1989
"Агокас, Сергей Викторович",1873,1937
"Агрест, Матест Менделевич",1915,2005
"Родес, Ида",1900,1986
Иван Владиславович Слешинский,1854,1931
"Гутенмахер, Лев Израилевич",1908,1981
Владимир Даватц,1883,1944
"Давидов, Август Юльевич",1823,1886
"Дегаев, Сергей Петрович",1857,1921
"Деларю, Даниил Михайлович",1839,1905
"Делоне, Николай Борисович (старший)",1856,1931
"Ермаков, Василий Петрович",1845,1922
"Ершов, Александр Степанович",1818,1867
"Жебравский, Теофил",1800,1887
"Тюрина, Галина Николаевна",1938,1970
"Синцов, Дмитрий Матвеевич",1867,1946
Q5369211,1911,1982
Иосиф Захарович Штокало,1897,1987
"Дьяченко, Вадим Евгеньевич",1896,1954
Самуил Осипович Шатуновский,1859,1929
Карлен Арамович Абгарян,1928,1995
Александр Викторович Абросимов,1948,2011
"Авдеев, Николай Яковлевич",1912,1996
Николай Викторович Азбелев,1922,2006
"Юдович, Виктор Иосифович",1934,2006
"Сабинин, Егор Фёдорович",1833,1909
"Савич, Сергей Евгеньевич",1864,1946
Ташмухамед Алиевич Сарымсаков,1915,1995
Тамара Сырмус,1926,2018
Q20556588,1930,1993
"Векуа, Николай Петрович",1913,1993
"Романовский, Всеволод Иванович",1879,1954
"Ромер, Павел Эмилиевич",1835,1899
"Рост, Иван Акимович",1726,1791
"Румовский, Степан Яковлевич",1734,1812
"Рыбников, Константин Алексеевич",1913,2004
"Бабчиньский, Тытус",1830,1910
"Лейбензон, Леонид Самуилович",1879,1951
"Жмурко, Лаврентий",1824,1889
"Архимович, Зиновий Алоизиевич",1858,1938
"Дьяченко, Аммос Андреевич",1814,1852
"Запольский, Иван Ипатович",1773,1810
