Albert Turner Bharucha-Reid,1927,1985
Albin Gurklis,1918,2008
Aleksandr Khazanov,1979,2001
Alfred Brousseau,1907,1988
Alfred Gray,1939,1998
Alice Burks,1920,2017
Allen Lowell Shields,1927,1989
Allen R Miller,1942,2010
Andrew Vázsonyi,1916,2003
Angeline Stickney,1830,1892
Anna Mullikin,1893,1975
Annie Dale Biddle Andrews,1885,1940
Anthony Morse,1911,1984
Arnold Ross,1906,2002
Arnold S. Shapiro,1921,1962
Artemas Martin,1835,1918
Arthur Byron Coble,1878,1966
Arthur J. Lohwater,1922,1982
Augustus William Smith,1802,1866
Barbara McMartin,1931,2005
Basil Gordon,1931,2012
Ben F. Laposky,1914,2000
Benedict Freedman,1919,2012
Benjamin Alvord,1813,1884
Benjamin Osgood Peirce,1854,1914
Bob Grumman,1941,2015
Bonnie Stewart,1914,1994
Brian Blank,1953,2018
C. C. Li,1912,2003
Calvin Kingsley,1812,1870
Idel Bronstein,1936,2019
Nikolai Vilyams,1926,2006
Holbrook Mann MacNeille,1907,1973
Clarence Raymond Adams,1898,1965
Laurence Chisholm Young,1905,2000
Elizur Wright,1804,1885
Edgar Frisby,1837,1927
Charalambos D. Aliprantis,1946,2009
Charles Critchfield,1910,1994
Charles Kalme,1939,2002
Charles L. Reason,1818,1893
Charles Napoleon Moore,1882,1967
Charles S. Slichter,1864,1946
Charles S. Venable,1827,1900
Charles Wells,1937,2017
Chen Chung Chang,1927,2014
Churchill Eisenhart,1913,1994
Claiborne Latimer,1893,1960
Clarence F. Stephens,1917,2018
Claribel Kendall,1889,1965
Clyde E. Love,1882,1960
Cooper Harold Langford,1895,1964
Cyrus Derman,1925,2011
D. M. Smith,1884,1962
Daniel Dod,1788,1823
Daniel Kubert,1947,2010
David B. Hertz,1919,2011
"David Crenshaw Barrow, Jr.",1852,1929
David E. Muller,1924,2008
David Francis Barrow,1888,1970
David Goss,1952,2017
"David M. Young, Jr.",1923,2008
David Raymond Curtiss,1878,1953
David V. Hinkley,1945,2019
Donald J. Newman,1930,2007
Donald John Lewis,1926,2015
Dorothy Lewis Bernstein,1914,1988
E. T. Parker,1926,1991
Earl D. Rainville,1907,1966
Eben Matlis,1923,2015
Edgar Lorch,1907,1990
Edgar W. Woolard,1899,1978
"Edward Brandt, Jr.",1933,2007
Edward Charles Dixon Molina,1877,1964
Edward G. Begle,1914,1978
Edward Schaumberg Quade,1900,1988
Edward Stewart Kennedy,1912,2009
Robert Schlaifer,1914,1994
Robert Stanton Avery,1808,1894
Robert V. Hogg,1924,2014
Robert W. Brooks,1952,2002
Roger Wolcott Richardson,1930,1993
Rudolf Ernest Langer,1894,1968
Ryszard Syski,1924,2007
S. L. Hakimi,1932,2005
S. M. Shah,1905,1996
Samuel L. Greitzer,1905,1988
Samuel Webber,1759,1810
Samuel Yates,1919,1991
Sandy Ruby,1941,2008
Sanford L. Segal,1937,2010
Selim Peabody,1829,1903
Selmer M. Johnson,1916,1996
Shayle R. Searle,1928,2013
Warren Ambrose,1914,1995
Stephen Warshall,1935,2006
Steven Gaal,1924,2016
Steven Zucker,1949,2019
Susan Cunningham,1842,1921
Taylor Booth,1933,1986
Ted Harris,1919,2005
Teresa Cohen,1892,1992
Theodore Frankel,1929,2017
Theophil Henry Hildebrandt,1888,1980
Thomas Fiske,1865,1944
Thomas N.E. Greville,1910,1998
Thomas R. Kane,1924,2019
Thomas W. Hungerford,1936,2014
Torrence Parsons,1941,1987
Veeravalli S. Varadarajan,1937,2019
"Verner Emil Hoggatt, Jr.",1921,1980
Virgil Snyder,1869,1950
W. T. Martin,1911,2004
Walter Burton Ford,1874,1971
Walter Edwin Arnoldi,1917,1995
Walter Gottschalk,1918,2004
Ray Kunze,1928,2014
Maurice Haskell Heins,1915,2015
Paul Joseph Kelly,1915,1995
George G. Lorentz,1910,2006
Joseph Lehner,1912,2013
Kuo-Tsai Chen,1923,1987
Louis Norberg Howard,1929,2015
Carl Olds,1912,1979
Walter Baily,1930,2013
Jack K. Hale,1928,2009
Ronald Getoor,1929,2017
Joseph P. LaSalle,1916,1983
Donald Sarason,1933,2017
Boyd Crumrine Patterson,1902,1988
William C. Davidon,1927,2013
George Maltese,1931,2009
Philip Wolfe,1927,2016
Michel Balinski,1933,2019
Abraham Charnes,1917,1992
Anatole Beck,1930,2014
Arthur Veinott,1934,2012
Bhaskar Kumar Ghosh,1936,2008
Carlton E. Lemke,1920,2004
Clifford Earle,1935,2017
David Bleecker,2000,2016
Frank Proschan,1921,2003
Friederich Ignaz Mautner,1921,1996
John Markus Blatt,1921,1990
John Williams Calkin,1909,1964
Warren Colburn,1793,1833
Webster Wells,1851,1916
Willard L. Miranker,1932,2011
William Boone,1920,1983
William C. Waterhouse,1941,2016
William Charles Brenke,1874,1964
William Craig,1918,2016
William Lucas Root,1919,2007
William Pitt Durfee,1855,1941
William Radul Reagle Transue,1937,2008
William Ruggles,1797,1877
William S. Massey,1920,2017
William Smyth,1797,1868
William W. Cooper,1914,2012
Winifred Edgerton Merrill,1862,1951
Winston C. Doby,1940,2011
Yudell Luke,1918,1983
Harald Malcolm Westergaard,1888,1950
Hillel Poritsky,1898,1990
John Robert Kline,1891,1955
Ruel Vance Churchill,1899,1987
Leiba X. Rodman,1949,2015
Percey F. Smith,1867,1956
John N. Stockwell,1832,1920
Frank J. Ayres,1901,1994
Emilie Martin,1869,1936
Charles T. Gidiney,1813,1900
Ralph Ellis Kleinman,1929,1998
Alexander Doniphan Wallace,1905,1985
Howard Levi,1916,2002
Carolyn Eisele,1902,2000
Arthur Stafford Hathaway,1855,1934
Donald Solitar,1932,2008
Samuel Walker Shattuck,1841,1913
George Herbert Weiss,1930,2017
Richard D. Schafer,1918,2014
George Herbert Swift Jr,1926,2014
Frank Miller,1842,1925
Hubert Stanley Wall,1902,1971
Adolph Winkler Goodman,1915,2004
Henry P. H. Bromwell,1823,1903
Morton L. Curtis,1921,1989
Morgan Ward,1901,1963
Norman Arthur Wiegmann,1920,2001
Meinhard Edwin Mayer,1929,2011
Julian Keilson,1924,1999
Warren M. Hirsch,1918,2007
"Frank W. Bubb, Sr.",1892,1961
Joseph Dennis,1905,1977
James Dugundji,1919,1985
Herta Freitag,1908,2000
Abe Gelbart,1911,1994
Frank Lauren Hitchcock,1875,1957
Howard Lincoln Hodgkins,1862,1931
Jack Kiefer,1924,1981
Gregory Kriegsmann,1946,2018
Wilhelmus Luxemburg,1929,2018
Sidney Wilcox McCuskey,1907,1979
Kelly Miller,1863,1939
Mary Frances Winston Newson,1869,1959
Mildred Sanderson,1889,1914
Josiah Scott,1803,1879
Ida Barney,1886,1982
Jonathan Rogawski,1955,2011
James A. Clarkson,1906,1970
Vivienne Malone-Mayes,1932,1995
Julena Steinheider Duncombe,1911,2003
Richard Eliot Chamberlin,1923,1994
Georgia Caldwell Smith,1909,1961
Thyrsa Frazier Svager,1930,1999
Ruth Stauffer,1910,1993
Joseph Arkin,1923,2002
Robert Brown Gardner,1939,1998
Kirstine Smith,1878,1939
Glen Bredon,1932,2000
Franklin P. Peterson,1930,2000
Grace Bates,1914,1996
Roy Adler,1931,2016
Herbert Slaught,1861,1937
Horace Yomishi Mochizuki,1937,1989
Henry Dye,1926,1986
Anna Stafford,1905,2004
Paul F. Byrd,1918,1991
W. Wistar Comfort,1933,2016
Vernon Bakke,1936,2011
Kenneth I. Gross,1938,2017
Myles Tierney,1937,2017
Ronald DiPerna,1947,1989
William Orchard-Hays,1918,1989
Eldon Dyer,1929,1993
Harry Hochstadt,1925,2009
Carl S. Herz,1930,1995
John Ethan Hill,1865,1941
Elisha Scott Loomis,1852,1940
Harry Clinton Gossard,1884,1954
Florence Eliza Allen,1876,1960
Burton Wadsworth Jones,1902,1983
Prescott Durand Crout,1907,1984
Melba Roy Mouton,1929,1990
Leonard Sarason,1925,1998
Rose Whelan Sedgewick,1904,2000
Gilbert Agnew Hunt,1916,2008
Mary G. Ross,1908,2008
Francis Scheid,1920,2011
Clarence Lemuel Elisha Moore,1876,1931
Thomas Craig,1855,1900
Dolores Richard Spikes,1936,2015
Henry Sanborn Noyes,1822,1872
George E. Collins,1928,2017
Jan W. Jaworowski,1928,2013
Susan Miller Rambo,1883,1977
Suzan Rose Benedict,1873,1942
Howard G. Funkhouser,1898,1984
Carl A. Wiley,1918,1985
Helen M. Walker,1891,1983
Howard Fehr,1901,1982
Vinko Vovk,1919,1970
Margaret K. Butler,1924,2013
Tim Cochran,1955,2014
Mara Neusel,1964,2014
Daniel J. Rudolf,1949,2010
David G. Cantor,1935,2012
Dorothy Walcott Weeks,1893,1990
Jack Warga,1922,2011
Edwin Schofield Crawley,1862,1933
Harris Hancock,1867,1944
Charles Earl Rickart,1913,2002
Maximilian Herzberger,1899,1982
Genevieve Grotjan Feinstein,1913,2006
Helen Brewster Owens,1881,1968
Natascha Artin Brunswick,1909,2003
Arthur Everett Pitcher,1912,2006
William G. Bade,1924,2012
Wilfred Kaplan,1915,2007
David Anthony Klarner,1940,1999
Thomas N. Hibbard,1929,2016
Stephen James Rallis,1942,2012
John David Crawford,1954,1998
Theodore Strong,1790,1869
Robert McNaughton,1924,2014
"Joaquín Bustoz, Jr.",1939,2003
Ed Posner,1933,1993
David J. Foulis,1930,2018
James Bates Thomson,1808,1883
Louise Duffield Cummings,1870,1947
Frederic Bohnenblust,1906,2000
Elizabeth Buchanan Cowley,1874,1945
Albert Edrei,1914,1998
Marguerite Lehr,1898,1987
Morris Marden,1905,1991
John D. Williams,1909,1964
George William Brown,1917,2005
Oliver Gross,1919,2008
Leonard D. Berkovitz,1924,2009
George Logemann,1938,2012
Casper Goffmann,1913,2006
Ezra Otis Kendall,1818,1899
Albert Baernstein II,1941,2014
James Allister Jenkins,1923,2012
George Adam Pfeiffer,1889,1943
Wolfgang Wasow,1909,1993
David W. Henderson,1939,2018
Dorothy Vaughan,1910,2008
David Benney ,1930,2015
Olive Jean Dunn,1915,2008
Tracy Yerkes Thomas,1899,1983
Edward William Barankin,1920,1985
Donald Ransom Whitney,1915,2007
Mellen Woodman Haskell,1863,1948
Charles Herschel Sisam,1879,1964
Q26692194,1931,2009
Lois Wilfred Griffiths,1899,1981
Mary Jackson,1921,2005
Paul Gerhard Hoel,1905,2000
Marvin Greenberg,1935,2017
Josephine Elizabeth Burns Glasgow,1887,1969
Mary Esther Trueblood,1872,1939
Mary Esther Trueblood,1879,1939
Angie Turner King,1905,2004
Juan Jorge Schäffer,1930,2017
Sam Shapiro,1914,1999
Mahlon E. Doyle,1921,2017
Truman Lee Kelley,1884,1961
Paul Shields,1933,2016
Agnes Berger,1916,2002
Lao Genevra Simons,1870,1949
James Byrnie Shaw,1866,1948
Alex Heller,1925,2008
Earl A. Coddington,1920,1991
Betty Shannon,1922,2017
Richard S. Ellis,1947,2018
Q65123074,1932,1966
Clyde Foster,1931,2017
Marjorie Devaney,1931,2007
Ramsey Ameen,1945,2019
Virginia Tucker,1909,1985
H. S. Uhler,1872,1956
A. Clifford Cohen,1911,2000
Henry Crapo,1932,2019
Claude Carr Cody,1854,1923
Richard S. Bucy,1935,2019
Gabriel Stolzenberg,1937,2019
Frederick S. Woods,1864,1950
Deborah Tepper Haimo,1921,2007
Laura Guggenbühl,1901,1985
A. Harry Wheeler,1873,1950
Ruth Goulding Wood,1875,1939
Henry Godfrey Avers,1886,1947
Elizabeth Street Dickerman,1872,1954
Max A. Woodbury,1917,2010
John Rogers Musselman,1890,1968
Mabel Gweneth Humphreys,1908,2006
John Hamilton Curtiss,1909,1977
James Henry Weaver,1883,1942
Helen F. Cullen,1919,2007
Robert McCallum Blumenthal,1931,2012
George Roger Sell,1937,2015
Allen Thornton Craig,1905,1978
Helene Reschovsky,1907,1994
Howard L. Resnikoff,1937,2018
Frank Vigor Morley,1899,1980
Rose Morton,1925,1999
Frank Valente,1898,1984
Seymour Sherman,1917,1977
Max Shiffman,1914,2000
Robert McDowell Thrall,1914,2006
Frank Moore Stewart,1917,2011
James Francis Hannan,1922,2010
Alberto R. Galmarino,1928,2004
Gerhard Karl Kalisch,1914,2000
Bernard Russell Gelbaum,1922,2005
Clara Latimer Bacon,1866,1948
Edgar D. Tillyer,1881,1970
Donald P. Gaver Jr.,1926,2018
Eugene W. Hellmich,1902,1995
Henry Taber,1860,1936
William Raymond Longley,1880,1965
James Edward Oliver,1829,1895
Bill Jenkins,1945,2019
Harry Yandell Benedict,1869,1937
Charles J. Stone,1936,2019
Eleanor C. Pressly,1918,2003
