"Власов, Алексей Константинович",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Воеводин, Валентин Васильевич",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Воеводский, Владимир Александрович",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Волевич, Леонид Романович",1,1,0,0,1934,2011,3878,10,20,0,377,0,2,4,8,0,,,,,,,45,343,8,Волевич Леонид Романович,45,185,7596,,,,
"Волков, Александр Александрович (математик)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Волковысский, Лев Израилевич",0,1,0,0,1913,2011,8266,12,40,1,352,0,4,5,41,0,,,,,,,,,,Волковыский Лев Израилевич,7,5,1203,,,,
"Волович, Игорь Васильевич",1,2,0,0,1946,2015,12285,5,20,0,1051,0,2,11,35,5,,,Igor Volovich,7840,45,134,176,2801,20,Волович Игорь Васильевич,215,395,19637,,,,
"Вольберг, Александр Львович",0,1,0,0,1956,2013,5278,6,26,2,410,0,2,1,18,2,,,,,,,,,,Вольберг Александр Львович,27,145,5519,,,,
"Вольфенгаген, Вячеслав Эрнстович",1,1,0,0,1948,2008,10596,23,72,0,819,0,5,1,43,7,,,,,,,43,271,6,Вольфенгаген Вячеслав Эрнстович,2,,213,,,,
"Воробьёв, Николай Николаевич (математик)",1,2,0,0,1925,2009,6719,16,28,1,63,0,1,1,39,4,,,,,,,,,,Воробьев Николай Николаевич ,14,13,3847,,,,
"Ворович, Иосиф Израилевич-Гиршевич",1,3,0,1,1920,2008,10862,29,63,1,1601,0,8,11,54,3,,,,,,,96,1359,10,Ворович Иосиф Израилевич,4,25,2806,,,,
"Воронель, Александр Владимирович",0,1,0,0,1931,2008,6492,24,43,1,1219,0,4,5,23,1,,,,,,,,,,,,,,,,,
"Вороненко, Андрей Анатольевич",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Воронин, Сергей Михайлович",1,2,0,0,1946,2009,5942,21,52,1,765,0,2,2,15,6,,,,,,,30,302,6,Воронин Сергей Михайлович,20,149,3686,,,,
"Вороной, Георгий Феодосьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Вощинин, Александр Павлович",1,1,0,0,1937,2008,11301,21,88,0,490,0,4,2,59,0,,,,,,,27,284,6,,,,,,,,
"Вулих, Борис Захарович",1,2,0,0,1913,2016,9957,5,15,0,319,0,2,4,26,1,,,,,,,,,,Вулих Борис Захарович ,11,16,3436,,,,
"Вулих, Захар Борисович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Выгодский, Марк Яковлевич",1,1,0,1,1898,2007,9506,40,73,0,5563,0,7,38,25,2,,,,,,,,,,Выгодский Марк Яковлевич ,4,3,1502,,,,
"Габович, Евгений Яковлевич",,1,0,0,1938,2008,7217,25,62,0,1134,0,4,5,49,2,,1,,,,,,,,Габович Евгений Яковлевич,6,6,889,,,,
"Гагаев, Борис Михайлович",,2,0,0,1897,2016,15 830,23,,0,300,0,3,5,40,1,,,,,,,,,,Гагаев Борис Михайлович ,21,2,2608,,,,
"Гагарин, Андрей Григорьевич",,1,0,1,1856,2010,39 358,37,90,0,4248,0,2,17,113,3,,,,,,,,,,Гагарин Андрей Григорьевич,2,,63,,,,
"Гаджиев, Акиф Джафар оглы",,2,0,0,1937,2007,5752,23,50,2,682,0,2,5,33,3,,,,,,,,,,Гаджиев Акиф Джафар оглы,10,24,1154,,,,
"Гайцгори, Владимир Григорьевич",,2,0,0,1951,2015,5472,7,12,0,615,0,2,2,46,1,,,Vladimir Gaitsgory,1363,22,36,,,,Владимир Григорьевич Гайцгори,7,2,198,,,,
"Галёркин, Борис Григорьевич",,3,1,0,1871,2006,14784,60,137,10,2785,0,16,21,72,4,,,,,,,,,,Галёркин Борис Григорьевич,5,,276,,,,
"Гальперн, Самарий Александрович",,0,0,0,1904,2012,4484,9,23,0,305,0,2,3,31,1,,,,,,,,,,Гальперн Самарий Александрвич,9,17,2464,,,,
"Гамкрелидзе, Реваз Валерианович",,2,1,0,1927,2012,7478,13,37,5,2501,0,2,15,46,6,,,Revaz Gamkrelidze,15037,33,66,64,3576,11,Гамкрелидзе Реваз Валерианович,85,81,14752,,,,
"Гантмахер, Феликс Рувимович",,3,0,0,1908,2008,15084,41,107,4,2805,0,5,42,103,4,,,,,,,,,,Гантмахер Феликс Рувимович,6,2,1680,,,,
"Гаркави, Александр Львович",,2,0,0,1924,2015,7511,5,24,0,314,0,2,2,38,2,,,,,,,,,,Гаркави Александр Львович,38,113,5643,,,,
"Гастев, Юрий Алексеевич",1,,0,,,2010,10751,22,73,2,2143,0,2,6,60,7,,,,,,,1,4,0,,,,,,,,
"Гахов, Фёдор Дмитриевич",1,,,,1906,2016,13364,8,32,4,962,0,6,9,,1,,,,,,,,,,,30,21,7878,,,,
"Гвишиани, Алексей Джерменович",,,,,1948,2013,20821,23,70,1,8315,0,2,11,63,2,,,,,,,,,,Гвишиани Алексей Джерменович,8,8,1513,,,,
"Геворкян, Павел Самвелович",,,,,1963,2009,15864,41,171,2,841,0,4,1,86,3,,,Paul Gevorgyan,100,6,2,,,,,,,,,,,
"Гельфанд, Израиль Моисеевич",,,,,1913,2007,144926,179,877,30,22504,45,7,,427,15,,,,,,,,,,Гельфанд Израиль Моисеевич ,209,176,110293,,,,
"Гельфанд, Сергей Израилевич",,,,,1944,2015,5158,11,28,0,4126,0,2,7,22,1,,,,,,,,,,Гельфанд Сергей Израильевич,28,27,11746,,,,
"Гельфонд, Александр Осипович",,,,,1906,2009,16538,32,57,16,2321,0,4,,76,1,,,,,,,,,,"	
Гельфонд Александр Осипович ",49,42,13422,,,,
"Герасименко, Пётр Васильевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Герман, Якоб",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гермейер, Юрий Борисович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гернет, Надежда Николаевна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Геронимус, Александр Юрьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Геронимус, Яков Лазаревич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гершгорин, Семён Аронович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гивенталь, Александр Борисович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гимади, Эдуард Хайрутдинович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гиндикин, Семён Григорьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гирсанов, Игорь Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гирш, Эдуард Алексеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гихман, Иосиф Ильич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Глаголев, Александр Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Глаголев, Нил Александрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Глебский, Юрий Васильевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Глейзер, Герш Исаакович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Глейзер, Григорий Давыдович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гливенко, Валерий Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Глускин, Лазарь Матвеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Глушков, Виктор Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гнеденко, Борис Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Говорун, Николай Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Годунов, Сергей Константинович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гокиели, Леван Петрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Голод, Евгений Соломонович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Голубев, Владимир Васильевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Голузин, Геннадий Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гольденберг, Александр Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гончар, Андрей Александрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гончаров, Сергей Савостьянович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гоппа, Валерий Денисович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Горбань, Александр Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Горгидзе, Алексей Ясонович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Горский, Владимир Григорьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Горюнов, Виктор Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гохберг, Израиль Цудикович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Граве, Дмитрий Александрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Граве, Платон Платонович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Граев, Марк Иосифович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гребеников, Евгений Александрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Григорчук, Ростислав Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Громов, Михаил Леонидович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гудивок, Пётр Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гудиев, Амурхан Хаджумарович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гулин, Алексей Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гуревич, Александр Викторович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гуревич, Борис Маркович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гурман, Владимир Иосифович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гурьев, Семён Емельянович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гусейн-Заде, Сабир Меджидович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гусейнов, Ашраф Искендер оглы",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гутенмахер, Лев Израилевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гущин, Анатолий Константинович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Гюнтер, Николай Максимович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Даватц, Владимир Христианович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Давидов, Август Юльевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Далецкий, Юрий Львович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Данилюк, Иван Ильич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Двухшёрстов, Григорий Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Девингталь, Юрий Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Деза, Мишель Мари",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дезин, Алексей Алексеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Деларю, Даниил Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Делоне, Борис Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Делоне, Николай Борисович (старший)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Демидов, Сергей Сергеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Демидович, Борис Павлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Денисов, Александр Михайлович (математик)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Джрбашян, Мхитар Мкртичевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Джураев, Абдухамид Джураевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Джураев, Абубакир Мухтарович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дзядык, Владислав Кириллович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дикусар, Василий Васильевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дикштейн, Самуэль",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Диткин, Виталий Арсеньевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дмитриев, Михаил Геннадьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дмитриев, Николай Александрович (учёный)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Добрушин, Роланд Львович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Долбня, Иван Петрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Долгачёв, Игорь Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дородницын, Анатолий Алексеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дорофеева, Алла Владимировна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Драгалин, Альберт Григорьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дринфельд, Владимир Гершонович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дубовицкий, Абрам Яковлевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дужин, Сергей Васильевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дымников, Валентин Павлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дынкин, Евгений Борисович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дьяконов, Евгений Георгиевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дьяченко, Аммос Андреевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дьяченко, Вадим Евгеньевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дьяченко, Никита Андреевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Дядькин, Иосиф Гецелевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Евграфов, Марат Андреевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Егоров, Дмитрий Фёдорович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Егоров, Юрий Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Емельянов, Станислав Васильевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ентов, Владимир Маркович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ерёмин, Иван Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ермаков, Василий Петрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ермаков, Сергей Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ермеков, Алимхан Абеуович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Еругин, Николай Павлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ершов, Александр Степанович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ершов, Юрий Леонидович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Есенин-Вольпин, Александр Сергеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ефимов, Николай Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ефремович, Вадим Арсеньевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Жаринов, Виктор Викторович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Жаутыков, Орымбек Ахметбекович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Жбиковский, Антон Ксаверьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Жегалкин, Иван Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Жидков, Николай Петрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Жижченко, Алексей Борисович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Жиков, Василий Васильевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Журавлёв, Юрий Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Забродин, Алексей Валериевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Завало, Сергей Трофимович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зайцев, Андрей Юрьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Закалюкин, Владимир Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Закарин, Аскар Закарьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Залгаллер, Виктор Абрамович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Заморзаев-Орлеанский, Александр Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Замятин, Алексей Петрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Запольская, Любовь Николаевна",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зарубин, Александр Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Захарян, Ваник Суренович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зейлигер, Дмитрий Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зелевинский, Андрей Владленович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зеленяк, Тадей Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зеликин, Михаил Ильич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зельманов, Абрам Леонидович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зельманов, Ефим Исаакович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Земляков, Александр Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зернов, Николай Ефимович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зигель, Феликс Юрьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Золотарёв, Владимир Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Золотарёв, Егор Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Золотов, Евгений Васильевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зорич, Антон Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зорич, Владимир Антонович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зубков, Андрей Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зубов, Владимир Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зуховицкий, Семён Израилевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Зыков, Александр Александрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ибрагимов, Ибрагим Ибишевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ибрагимов, Ильдар Абдуллович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Иванилов, Юрий Павлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Иванов, Валентин Константинович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Иванов, Иван Иванович (математик)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Иванов, Сергей Владимирович (математик)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ивашёв-Мусатов, Олег Сергеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ивлев, Борис Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ивочкина, Нина Михайловна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Игнатовский, Владимир Сергеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Изаак, Александр Давидович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Извольский, Николай Александрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Илолов, Мамадшо Илолович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ильин, Арлен Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ильин, Владимир Александрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ильинский, Алексей Никанорович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ильяшенко, Юлий Сергеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Иманалиев, Мурзабек Иманалиевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Имшенецкий, Василий Григорьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Иохвидов, Иосиф Семёнович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Исаханлы, Гамлет Абдулла оглы",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Исковских, Василий Алексеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кабак, Валерий Иванович",,,,,,2009,5224,25,66,0,395,0,2,3,?,1,,,,0,0,0,1,0,0,Кабак Валерий Иванович,1,1,126,,,,
"Каган, Вениамин Фёдорович",,,,,,2007,37696,44,140,6,3591,0,12,35,,6,,,,0,0,0,0,0,0,Каган В Ф,2,1,364,,,,
"Каждан, Давид",,,,,,2008,8275,43,101,11,3503,0,3,33,,3,,,,0,0,0,0,0,0,,12,56,2620,,,,
"Каледин, Дмитрий Борисович",,,,,,2014,9249,7,17,0,2113,0,2,8,,4,,,,0,0,0,30,254,8,,33,57,3219,,,,
"Камынин, Леонид Иванович (математик)",,,,,,2014,9237,6,28,0,693,0,0,7,,8,,,,0,0,0,0,0,0,,69,48,4662,,,,
"Канель-Белов, Алексей Яковлевич",,,,,,2012,4870,15,21,0,1279,0,2,2,,3,,,,,,,,,,,,,,,,,
"Канторович, Леонид Витальевич",,,,,,2005,36300,157,323,51,46200,31,6,99,,12,,,,,,,,,,,,,,,,,
"Карастелев, Корнелий Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Карацуба, Анатолий Алексеевич",,,,,,2009,88844,,536,14,6248,0,3,17,,2,,,,,,,,,,,,,,,,,
"Каргаполов, Михаил Иванович",,,,,,2015,10578,,84,0,733,0,3,6,,5,,,,,,,,,,,,,,,,,
"Кары-Ниязов, Ташмухамед Ниязович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Касим-Заде, Октай Мурадович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Каток, Анатолий Борисович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Каток, Светлана Борисовна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кац, Виктор Гершевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кашин, Борис Сергеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кваша, Гершко Иосифович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Келдыш, Людмила Всеволодовна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кибель, Илья Афанасьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кипнис, Михаил Маркович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Кирик Новгородец,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кириллов, Александр Александрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кириллов, Александр Александрович (младший)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кисляков, Сергей Витальевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Киселёв, Андрей Петрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кобельков, Георгий Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ковалевская, Софья Васильевна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коваленко, Игорь Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ковнер, Семён Самсонович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Когбетлянц, Ерванд Геворгович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Козлов, Валерий Васильевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Козлов, Владимир Яковлевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коллинс, Эдуард Давыдович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Колмогоров, Андрей Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Колосов, Гурий Васильевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Колотов, Степан Митрофанович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Колывагин, Виктор Александрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кольман, Эрнест Яромирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Комраков, Борис Петрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кондратьев, Анатолий Семенович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кондратьев, Владимир Александрович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коновалов, Анатолий Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Константинов, Николай Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Конторович, Пётр Григорьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кон-Фоссен, Стефан Эммануилович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Конягин, Сергей Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Копанский, Александр Яковлевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Кордемский, Борис Анастасьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коркин, Александр Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Корнейчук, Николай Павлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коробейников, Виктор Павлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коробов, Николай Михайлович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
