http://www.wikidata.org/entity/Q7604,Леонард Эйлер
http://www.wikidata.org/entity/Q20430,Сергей Петрович Капица
http://www.wikidata.org/entity/Q32399,"Бари, Нина Карловна"
http://www.wikidata.org/entity/Q34458,Сергей Михайлович Никольский
http://www.wikidata.org/entity/Q40418,"Френкель, Эдвард"
http://www.wikidata.org/entity/Q41239,Константин Эдуардович Циолковский
http://www.wikidata.org/entity/Q43323,"Бесов, Олег Владимирович"
http://www.wikidata.org/entity/Q45113,Моисей Шейнфинкель
http://www.wikidata.org/entity/Q45305,"Кит, Борис Владимирович"
http://www.wikidata.org/entity/Q58720,Михаил Васильевич Ломоносов
http://www.wikidata.org/entity/Q61224,"Эпинус, Франц Ульрих Теодор"
http://www.wikidata.org/entity/Q64975,Александр Маркович Островский
http://www.wikidata.org/entity/Q65196,Юрий Иванович Манин
http://www.wikidata.org/entity/Q68525,"Кон-Фоссен, Стефан Эммануилович"
http://www.wikidata.org/entity/Q68527,"Нётер, Фриц"
http://www.wikidata.org/entity/Q70818,"Бартельс, Мартин Фёдорович"
http://www.wikidata.org/entity/Q71855,"Бильфингер, Георг Бернгард"
http://www.wikidata.org/entity/Q72979,"Андерсон, Оскар Николаевич"
http://www.wikidata.org/entity/Q73461,Фёдор Эдуардович Молин
http://www.wikidata.org/entity/Q78421,Фёдор Иванович Шуберт
http://www.wikidata.org/entity/Q85404,Юрий Сергеевич Осипов
http://www.wikidata.org/entity/Q89442,Фердинанд Миндинг
http://www.wikidata.org/entity/Q91570,Георг Вольфганг Крафт
http://www.wikidata.org/entity/Q92600,"Пажитнов, Алексей Леонидович"
http://www.wikidata.org/entity/Q92966,"Левин, Леонид Анатольевич"
http://www.wikidata.org/entity/Q92968,"Адельсон-Вельский, Георгий Максимович"
http://www.wikidata.org/entity/Q92998,"Ландис, Евгений Михайлович"
http://www.wikidata.org/entity/Q93019,"Разборов, Александр Александрович"
http://www.wikidata.org/entity/Q93031,Виктор Михайлович Глушков
http://www.wikidata.org/entity/Q104451,"Гришов, Августин Нафанаил"
http://www.wikidata.org/entity/Q107441,Леонид Канторович
http://www.wikidata.org/entity/Q115650,Владимир Иванович Смирнов
http://www.wikidata.org/entity/Q115664,Николай Иванович Фусс
http://www.wikidata.org/entity/Q117346,Григорий Яковлевич Перельман
http://www.wikidata.org/entity/Q124001,Николай Бернулли
http://www.wikidata.org/entity/Q129199,Николай Иванович Лобачевский
http://www.wikidata.org/entity/Q133267,Лев Давидович Ландау
http://www.wikidata.org/entity/Q153224,Андрей Николаевич Колмогоров
http://www.wikidata.org/entity/Q157642,Владимир Игоревич Арнольд
http://www.wikidata.org/entity/Q158465,Анатолий Тимофеевич Фоменко
http://www.wikidata.org/entity/Q161846,Казимир Куратовский
http://www.wikidata.org/entity/Q162824,"Вольберг, Александр Львович"
http://www.wikidata.org/entity/Q167958,Александр Петрович Котельников
http://www.wikidata.org/entity/Q167997,Отто Юльевич Шмидт
http://www.wikidata.org/entity/Q176176,"Андронов, Александр Александрович"
http://www.wikidata.org/entity/Q176659,Андрей Андреевич Марков
http://www.wikidata.org/entity/Q181710,"Золотарёв, Егор Иванович"
http://www.wikidata.org/entity/Q183279,Жорес Иванович Алфёров
http://www.wikidata.org/entity/Q184535,Софья Васильевна Ковалевская
http://www.wikidata.org/entity/Q189172,Андрей Витальевич Коротаев
http://www.wikidata.org/entity/Q195922,"Наймарк, Марк Аронович"
http://www.wikidata.org/entity/Q201472,"Вентцель, Елена Сергеевна"
http://www.wikidata.org/entity/Q205981,Александр Александрович Фридман
http://www.wikidata.org/entity/Q206012,Пафнутий Львович Чебышёв
http://www.wikidata.org/entity/Q207534,Альфред Тарский
http://www.wikidata.org/entity/Q211642,Ларс Альфорс
http://www.wikidata.org/entity/Q224551,"Филиппов, Алексей Фёдорович"
http://www.wikidata.org/entity/Q246497,Мстислав Всеволодович Келдыш
http://www.wikidata.org/entity/Q246773,"Ибрагимов, Ильдар Абдуллович"
http://www.wikidata.org/entity/Q256481,"Бойчук, Александр Андреевич"
http://www.wikidata.org/entity/Q268869,"Вороной, Георгий Феодосьевич"
http://www.wikidata.org/entity/Q271956,"Жуковский, Николай Егорович"
http://www.wikidata.org/entity/Q275659,Эдисон Васильевич Денисов
http://www.wikidata.org/entity/Q302434,"Самарский, Александр Андреевич"
http://www.wikidata.org/entity/Q310788,Александр Михайлович Ляпунов
http://www.wikidata.org/entity/Q311019,Борис Абрамович Березовский
http://www.wikidata.org/entity/Q315414,Израиль Моисеевич Гельфанд
http://www.wikidata.org/entity/Q315425,Андрей Юрьевич Окуньков
http://www.wikidata.org/entity/Q321515,"Гливенко, Валерий Иванович"
http://www.wikidata.org/entity/Q321952,"Дикштейн, Самуэль"
http://www.wikidata.org/entity/Q323337,Сергей Львович Соболев
http://www.wikidata.org/entity/Q324083,"Годунов, Сергей Константинович"
http://www.wikidata.org/entity/Q324680,"Михлин, Соломон Григорьевич"
http://www.wikidata.org/entity/Q325696,Павел Сергеевич Александров
http://www.wikidata.org/entity/Q325705,"Маргулис, Григорий"
http://www.wikidata.org/entity/Q330511,"Плеснер, Абрам Иезекиилович"
http://www.wikidata.org/entity/Q330631,Авраам Штерн
http://www.wikidata.org/entity/Q331089,Абрам Самойлович Безикович
http://www.wikidata.org/entity/Q331856,"Вроньский, Юзеф"
http://www.wikidata.org/entity/Q333948,Станислав Константинович Смирнов
http://www.wikidata.org/entity/Q333975,Сергей Петрович Новиков
http://www.wikidata.org/entity/Q334054,"Зельманов, Ефим"
http://www.wikidata.org/entity/Q336769,Павел Александрович Флоренский
http://www.wikidata.org/entity/Q337628,Пётр Лаврович Лавров
http://www.wikidata.org/entity/Q339333,"Долгачёв, Игорь Владимирович"
http://www.wikidata.org/entity/Q353451,Михаил Леонидович Громов
http://www.wikidata.org/entity/Q355892,Михаил Васильевич Остроградский
http://www.wikidata.org/entity/Q356003,"Носовский, Глеб Владимирович"
http://www.wikidata.org/entity/Q360961,Натан Щаранский
http://www.wikidata.org/entity/Q363560,"Юшкевич, Адольф Павлович"
http://www.wikidata.org/entity/Q369561,Владимир Дринфельд
http://www.wikidata.org/entity/Q369588,Максим Концевич
http://www.wikidata.org/entity/Q369662,"Воеводский, Владимир Александрович"
http://www.wikidata.org/entity/Q369721,"Козин, Виктор Михайлович"
http://www.wikidata.org/entity/Q369792,"Бейлинсон, Александр Александрович"
http://www.wikidata.org/entity/Q370151,Виктор Яковлевич Буняковский
http://www.wikidata.org/entity/Q370530,Иосиф Наумович Бернштейн
http://www.wikidata.org/entity/Q372026,Андрей Николаевич Тихонов
http://www.wikidata.org/entity/Q372097,Яков Давидович Тамаркин
http://www.wikidata.org/entity/Q374024,Николай Николаевич Лузин
http://www.wikidata.org/entity/Q374046,Иван Михеевич Первушин
http://www.wikidata.org/entity/Q374205,"Маслов, Виктор Павлович"
http://www.wikidata.org/entity/Q376679,"Болтянский, Владимир Григорьевич"
http://www.wikidata.org/entity/Q380243,"Сеченов, Иван Михайлович"
http://www.wikidata.org/entity/Q381315,Юрий Леонидович Ершов
http://www.wikidata.org/entity/Q381317,Наум Яковлевич Виленкин
http://www.wikidata.org/entity/Q381357,Роланд Львович Добрушин
http://www.wikidata.org/entity/Q381592,Владимир Евгеньевич Захаров
http://www.wikidata.org/entity/Q383045,Владимир Рохлин
http://www.wikidata.org/entity/Q385207,"Шнирельман, Лев Генрихович"
http://www.wikidata.org/entity/Q386231,"Петросян, Леон Аганесович"
http://www.wikidata.org/entity/Q391153,"Адодуров, Василий Евдокимович"
http://www.wikidata.org/entity/Q419464,"Яглом, Акива Моисеевич"
http://www.wikidata.org/entity/Q433055,"Жданок, Татьяна Аркадьевна"
http://www.wikidata.org/entity/Q434266,Пётр Демьянович Успенский
http://www.wikidata.org/entity/Q436213,Светлана Алексеевна Ганнушкина
http://www.wikidata.org/entity/Q447071,Андрей Иванович Лексель
http://www.wikidata.org/entity/Q450259,Emma Lehmer
http://www.wikidata.org/entity/Q450269,Ольга Александровна Ладыженская
http://www.wikidata.org/entity/Q450297,"Ратнер, Марина Евсеевна"
http://www.wikidata.org/entity/Q450643,Эрнест Борисович Винберг
http://www.wikidata.org/entity/Q450840,"Успенский, Яков Викторович"
http://www.wikidata.org/entity/Q450864,"Постников, Михаил Михайлович"
http://www.wikidata.org/entity/Q451163,"Богомолов, Фёдор"
http://www.wikidata.org/entity/Q451319,Лев Семёнович Понтрягин
http://www.wikidata.org/entity/Q451330,Иван Матвеевич Виноградов
http://www.wikidata.org/entity/Q451652,"Вершик, Анатолий Моисеевич"
http://www.wikidata.org/entity/Q451716,Павел Самуилович Урысон
http://www.wikidata.org/entity/Q451733,"Вейсфейлер, Борис"
http://www.wikidata.org/entity/Q451757,"Гивенталь, Александр Борисович"
http://www.wikidata.org/entity/Q452273,Николай Юрьевич Решетихин
http://www.wikidata.org/entity/Q454925,Николай Николаевич Боголюбов
http://www.wikidata.org/entity/Q457430,"Шор, Наум Зуселевич"
http://www.wikidata.org/entity/Q457680,Ольга Олейник
http://www.wikidata.org/entity/Q461347,"Вишик, Марко Иосифович"
http://www.wikidata.org/entity/Q463530,Татьяна Алексеевна Афанасьева
http://www.wikidata.org/entity/Q468614,"Кочина, Пелагея Яковлевна"
http://www.wikidata.org/entity/Q470539,Сергей Натанович Бернштейн
http://www.wikidata.org/entity/Q472092,"Болибрух, Андрей Андреевич"
http://www.wikidata.org/entity/Q487453,"Рапопорт, Анатолий Борисович"
http://www.wikidata.org/entity/Q487495,"Каток, Анатолий Борисович"
http://www.wikidata.org/entity/Q487620,Анатолий Алексеевич Карацуба
http://www.wikidata.org/entity/Q487735,"Витушкин, Анатолий Георгиевич"
http://www.wikidata.org/entity/Q487778,Анатолий Иванович Мальцев
http://www.wikidata.org/entity/Q487923,"Андрианов, Анатолий Николаевич"
http://www.wikidata.org/entity/Q487976,"Прудников, Анатолий Платонович"
http://www.wikidata.org/entity/Q488003,Скороход Анатолий Владимирович
http://www.wikidata.org/entity/Q489893,Аскар Акаевич Акаев
http://www.wikidata.org/entity/Q501707,Андрей Суслин
http://www.wikidata.org/entity/Q501904,"Шидловский, Андрей Борисович"
http://www.wikidata.org/entity/Q502771,"Зелевинский, Андрей"
http://www.wikidata.org/entity/Q505761,Лев Пономарёв
http://www.wikidata.org/entity/Q506711,Пирс Георгиевич Боль
http://www.wikidata.org/entity/Q508156,"Васильев, Виктор Анатольевич"
http://www.wikidata.org/entity/Q516450,"Кублановская, Вера Николаевна"
http://www.wikidata.org/entity/Q536339,Ян Снядецкий
